,sell_reason,buy_time,buy_price,sell_time,sell_price,max_price,profit,real_profit
33,ma60 dead cross,2023/09/05 09:40,15487.0,2023/09/05 10:12,15490.5,15506.5,0.02259959966423452,4.2
34,ma60 dead cross,2023/10/11 03:25,15303.0,2023/10/11 04:52,15305.25,15317.25,0.014702999411880024,1.7000000000000002
35,retrace from max,2023/10/24 09:45,14820.75,2023/10/24 10:58,14833.12,14877.75,0.08346406221008248,21.9400000000016
36,retrace from max,2023/10/30 09:40,14426.25,2023/10/30 10:03,14432.82,14476.25,0.04554198076422985,10.339999999999417
37,retrace from max,2023/10/31 03:05,14355.0,2023/10/31 08:39,14411.64,14455.0,0.3945663531870388,110.47999999999884
38,retrace from max,2023/11/01 08:35,14499.75,2023/11/01 10:11,14537.76,14581.5,0.26214245073191067,73.22000000000044
39,retrace from max,2023/11/20 09:35,15960.75,2023/11/20 10:24,15954.99,16003.0,-0.03608852967435877,-14.320000000000437
40,important position stop loss 16036.363,2023/11/23 19:30,16068.5,2023/11/24 02:11,16036.0,16070.75,-0.20225907832093848,-67.8
41,important position stop loss 15943.75,2023/12/04 03:40,15986.0,2023/12/04 06:56,15943.5,16003.25,-0.26585762542224445,-87.8
42,important position stop loss 15825.5,2023/12/04 12:45,15858.75,2023/12/04 13:28,15824.5,15868.25,-0.2159691022306298,-71.3
43,ma60 dead cross,2023/12/05 08:10,15804.0,2023/12/05 09:31,15807.5,15817.25,0.02214629207795495,4.2
44,retrace from max,2023/12/05 09:40,15808.25,2023/12/05 10:27,15888.94,15936.75,0.5104296807046985,158.580000000001
